2023-03-16 00:00:00,180.3699951171875,185.80999755859375,178.83999633789062,184.1300048828125,184.1300048828125,121136800,-0.1032
2023-03-17 00:00:00,184.52000427246094,186.22000122070312,177.3300018310547,180.1300048828125,180.1300048828125,133197100,-0.10574375
2023-03-20 00:00:00,178.0800018310547,186.44000244140625,176.35000610351562,183.25,183.25,129684400,0.07164166666666666
2023-03-21 00:00:00,188.27999877929688,198.0,188.0399932861328,197.5800018310547,197.5800018310547,153391400,0.1483390243902439
2023-03-22 00:00:00,199.3000030517578,200.66000366210938,190.9499969482422,191.14999389648438,191.14999389648438,150376400,-0.08931282051282051
2023-03-23 00:00:00,195.25999450683594,199.30999755859375,188.64999389648438,192.22000122070312,192.22000122070312,144193900,0.03637727272727273
2023-03-24 00:00:00,191.64999389648438,192.36000061035156,187.14999389648438,190.41000366210938,190.41000366210938,116312400,-0.12853333333333333
2023-03-27 00:00:00,194.4199981689453,197.38999938964844,189.94000244140625,191.80999755859375,191.80999755859375,120851600,-0.056799999999999996
2023-03-28 00:00:00,192.0,192.35000610351562,185.42999267578125,189.19000244140625,189.19000244140625,98654600,0.013265909090909089
2023-03-29 00:00:00,193.1300048828125,195.2899932861328,189.44000244140625,193.8800048828125,193.8800048828125,123660000,0.06809622641509434
2023-03-30 00:00:00,195.5800018310547,197.3300018310547,194.4199981689453,195.27999877929688,195.27999877929688,110252200,0.005432692307692311
2023-03-31 00:00:00,197.52999877929688,207.7899932861328,197.1999969482422,207.4600067138672,207.4600067138672,170222100,-0.08267142857142858
2023-04-03 00:00:00,199.91000366210938,202.69000244140625,192.1999969482422,194.77000427246094,194.77000427246094,169545900,-0.009640816326530615
2023-04-04 00:00:00,197.32000732421875,198.74000549316406,190.32000732421875,192.5800018310547,192.5800018310547,126463800,0.016771212121212124
2023-04-05 00:00:00,190.52000427246094,190.67999267578125,183.75999450683594,185.52000427246094,185.52000427246094,133882500,0.08681489361702129
2023-04-06 00:00:00,183.0800018310547,186.38999938964844,179.74000549316406,185.05999755859375,185.05999755859375,123857900,-0.026701923076923074
2023-04-10 00:00:00,179.94000244140625,185.10000610351562,176.11000061035156,184.50999450683594,184.50999450683594,142154600,0.03816338028169014
2023-04-11 00:00:00,186.69000244140625,189.19000244140625,185.64999389648438,186.7899932861328,186.7899932861328,115770900,0.14238
2023-04-12 00:00:00,190.74000549316406,191.5800018310547,180.30999755859375,180.5399932861328,180.5399932861328,150256300,0.024548148148148145
2023-04-13 00:00:00,182.9600067138672,186.5,180.94000244140625,185.89999389648438,185.89999389648438,112933000,0.02874761904761905
2023-04-14 00:00:00,183.9499969482422,186.27999877929688,182.00999450683594,185.0,185.0,96438700,-0.04177241379310344
2023-04-17 00:00:00,186.32000732421875,189.69000244140625,182.69000244140625,187.0399932861328,187.0399932861328,116662200,-0.019821568627450978
2023-04-18 00:00:00,187.14999389648438,187.69000244140625,183.5800018310547,184.30999755859375,184.30999755859375,92067000,-0.12635777777777776
2023-04-19 00:00:00,179.10000610351562,183.5,177.64999389648438,180.58999633789062,180.58999633789062,125732700,-0.05234473684210526
2023-04-20 00:00:00,166.1699981689453,169.6999969482422,160.55999755859375,162.99000549316406,162.99000549316406,210970800,-0.03703771929824561
2023-04-21 00:00:00,164.8000030517578,166.0,161.32000732421875,165.0800018310547,165.0800018310547,123539000,0.023514864864864867
2023-04-24 00:00:00,164.64999389648438,165.64999389648438,158.61000061035156,162.5500030517578,162.5500030517578,140006600,-0.04344126984126984
2023-04-25 00:00:00,159.82000732421875,163.47000122070312,158.75,160.6699981689453,160.6699981689453,121999300,0.031906666666666667
2023-04-26 00:00:00,160.2899932861328,160.6699981689453,153.13999938964844,153.75,153.75,153364100,-0.14763333333333334
